,titulo,ano,mes,dia
591,Táxi,2019,Abril,05
592,O Que Esperar Quando Você Está Esperando,2019,Abril,08
593,Salvem Minha Filha!,2019,Abril,09
594,O Amor é Cego | Descendentes,2019,Abril,10
595,O Diário da Princesa 2,2019,Abril,11
596,Segurança de Shopping 2,2019,Abril,12
597,Que Horas Ela Volta?,2019,Abril,15
598,Cartas para Julieta,2019,Abril,16
599,The Good Doctor: O Bom Doutor,2019,Abril,17
600,Um Tio Quase Perfeito,2019,Abril,18
601,O Último Mestre do Ar,2019,Abril,19
602,O Grande Milagre,2019,Abril,22
603,O Terno de 2 Bilhões de Dólares,2019,Abril,23
604,Jogada Certa,2019,Abril,24
605,Quase Casadas | Bolt: Supercão,2019,Abril,25
606,Click,2019,Abril,26
607,Um Homem de Família,2019,Abril,29
608,Encontro de Amor,2019,Abril,30
609,Os Croods,2019,Maio,01
610,"Meu Pai, Meu Herói",2019,Maio,02
611,As Mil Palavras,2019,Maio,03
612,O Maior Amor do Mundo,2019,Maio,06
613,Uma Prova de Amor,2019,Maio,07
614,Mamãe: Operação Balada,2019,Maio,08
615,Um Presente Especial,2019,Maio,09
616,Sexta-Feira Muito Louca,2019,Maio,10
617,Compramos um Zoológico,2019,Maio,13
618,Flores de Aço,2019,Maio,14
619,Incontrolável,2019,Maio,15
620,Resgate de uma Vida,2019,Maio,16
621,As Viagens de Gulliver,2019,Maio,17
622,Um Amor de Vizinha,2019,Maio,20
623,Um Jardim Especial,2019,Maio,21
624,Antes de Partir | Karatê Kid II: A Hora da Verdade Continua,2019,Maio,22
625,Um Amor à Altura,2019,Maio,23
626,Tio Papi,2019,Maio,24
627,O Amor Não Tira Férias,2019,Maio,27
628,O Amor Não Tira Férias,2019,Maio,28
629,O Sentido do Amor | A Bússola de Ouro,2019,Maio,29
630,Roubo nas Alturas,2019,Maio,30
631,Vitórias de uma Vida,2019,Maio,31
632,Um Bom Partido,2019,Junho,03
633,Palavras do Coração | Turbo,2019,Junho,04
634,De Onde Eu Te Vejo,2019,Junho,05
635,Surpresa em Dobro,2019,Junho,06
636,Quando em Roma,2019,Junho,07
637,Meu Passado Me Condena: O Filme,2019,Junho,10
638,Um Amor Inesperado,2019,Junho,11
639,Um Cachorro Para Dois,2019,Junho,12
640,Você Outra Vez,2019,Junho,13
641,Um Namorado Para Minha Mulher,2019,Junho,14
642,A Teoria de Tudo,2019,Junho,17
643,Professor Peso Pesado,2019,Junho,18
644,Tudo é Possível,2019,Junho,19
645,Shrek Terceiro,2019,Junho,20
646,Eu Sou o Número Quatro,2019,Junho,21
647,Encontro de Casais,2019,Junho,24
648,Paixão de Aluguel,2019,Junho,25
649,De Repente Grávida,2019,Junho,26
650,Duas de Mim,2019,Junho,27
651,As Loucuras de Dick e Jane,2019,Junho,28
652,Casa Comigo?,2019,Julho,01
653,Onde Nasce a Esperança,2019,Julho,02
654,A Conselheira Amorosa | Uma Aventura Animal,2019,Julho,03
655,Um Grande Garoto,2019,Julho,04
656,O Bom Filho à Casa Torna,2019,Julho,05
657,Miss Simpatia 2: Armada e Poderosa,2019,Julho,08
658,Homem-Aranha 2,2019,Julho,09
659,Lara Croft: Tomb Raider - A Origem da Vida,2019,Julho,10
660,Os Caras de Pau em O Misterioso Roubo do Anel,2019,Julho,11
661,Como se Fosse a Primeira Vez,2019,Julho,12
662,As Branquelas,2019,Julho,15
663,De Repente 30,2019,Julho,16
664,Stardust: O Mistério da Estrela,2019,Julho,17
665,Meu Passado Me Condena 2,2019,Julho,18
666,Os Smurfs 2,2019,Julho,19
667,Cada Um Tem a Gêmea Que Merece,2019,Julho,22
668,A Lenda do Tesouro Perdido,2019,Julho,23
669,Ela é a Poderosa,2019,Julho,24
670,Madagascar 2,2019,Julho,25
671,Férias da Família Johnson,2019,Julho,26
672,A Proposta,2019,Julho,29
673,Um Amor Verdadeiro,2019,Julho,30
674,Uma Mãe Para o Meu Bebê,2019,Julho,31
677,Três Vezes Amor,2019,Agosto,05
678,O Céu é de Verdade,2019,Agosto,06
679,Imagine Só,2019,Agosto,07
680,Ensinando a Viver,2019,Agosto,08
681,Gigantes de Aço,2019,Agosto,09
682,Simplesmente Complicado | Zathura: Uma Aventura Espacial,2019,Agosto,12
683,E Se Fosse Verdade,2019,Agosto,13
684,Caminhos do Coração: 5 Dias para o Destino,2019,Agosto,14
685,Soul Surfer: Coragem de Viver | Mansão Mal-Assombrada,2019,Agosto,15
686,Resgate Abaixo de Zero,2019,Agosto,16
687,As Férias da Minha Vida,2019,Agosto,19
688,Em Meus Sonhos,2019,Agosto,20
689,Como Perder um Homem em 10 Dias,2019,Agosto,21
690,Tudo e Todas as Coisas,2019,Agosto,22
691,"Meu Nome é Taylor, Drillbit Taylor",2019,Agosto,23
692,Esposa de Mentirinha,2019,Agosto,26
693,Uma Irmã na Minha Vida | Coração de Campeão,2019,Agosto,27
694,Paris a Qualquer Preço,2019,Agosto,28
695,"Loucas Por Amor, Viciadas em Dinheiro",2019,Agosto,29
697,Espanglês,2019,Setembro,02
698,A Fórmula: O Filme,2019,Setembro,03
699,Lutando Pela Vida,2019,Setembro,04
700,"Dois é Bom, Três é Demais",2019,Setembro,05
701,Armações do Amor,2019,Setembro,06
702,O Impossível,2019,Setembro,09
703,Pulando a Vassoura,2019,Setembro,10
704,A Grande Vitória | O Vale dos Cavaleiros,2019,Setembro,11
705,Um Presente para Helen,2019,Setembro,12
706,Homem-Aranha,2019,Setembro,13
707,Um Momento Pode Mudar Tudo,2019,Setembro,16
708,Querido Companheiro,2019,Setembro,17
709,Amor ao Primeiro Filho | A Espada de D'Artagnan,2019,Setembro,18
710,Cavalo de Guerra,2019,Setembro,19
711,Qualquer Gato Vira-Lata 2,2019,Setembro,20
712,A 100 Passos de um Sonho,2019,Setembro,23
713,Um Senhor Estagiário,2019,Setembro,24
714,Táxi,2019,Setembro,25
715,Querido John,2019,Setembro,26
716,Os Homens São de Marte...E é Pra Lá Que Eu Vou,2019,Setembro,27
717,Tô Ryca,2019,Setembro,30
718,A Sogra,2019,Outubro,01
719,Intocáveis,2019,Outubro,02
720,Meninas Malvadas,2019,Outubro,03
721,Bater ou Correr,2019,Outubro,04
722,Malévola,2019,Outubro,07
723,Pai em Dose Dupla,2019,Outubro,08
724,Agente 86,2019,Outubro,09
725,O Que Esperar Quando Você Está Esperando,2019,Outubro,10
726,Irmã Dulce,2019,Outubro,11
727,Cartas para Julieta,2019,Outubro,14
728,Kung Fu Panda 2,2019,Outubro,15
729,Quatro Vidas de um Cachorro,2019,Outubro,16
730,O Melhor Amigo da Noiva,2019,Outubro,17
731,Segurança de Shopping 2,2019,Outubro,18
732,Que Horas Ela Volta?,2019,Outubro,21
733,Escrito nas Estrelas,2019,Outubro,22
734,Casamento Grego 2,2019,Outubro,23
735,Força de Viver | O Menino da Porteira,2019,Outubro,24
736,O Aprendiz de Feiticeiro,2019,Outubro,25
737,Um Homem de Família,2019,Outubro,28
738,Mamãe: Operação Balada,2019,Outubro,29
739,O Grande Milagre | Mansão Mal-Assombrada,2019,Outubro,30
740,Um Tio Quase Perfeito,2019,Outubro,31
741,Hitch: Conselheiro Amoroso,2019,Novembro,01
742,Encontro de Amor,2019,Novembro,04
743,Philomena | Garoto-Formiga 2,2019,Novembro,05
744,Compramos um Zoológico,2019,Novembro,06
745,O Que de Verdade Importa,2019,Novembro,07
746,Incontrolável,2019,Novembro,08
747,Flores de Aço,2019,Novembro,11
748,Um Amor de Vizinha | Fantasmas a Bordo,2019,Novembro,12
749,Click,2019,Novembro,13
750,Resgate de uma Vida | Alvin e os Esquilos 3,2019,Novembro,14
751,"Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso",2019,Novembro,15
752,Uma Prova de Amor | Arena dos Sonhos 2,2019,Novembro,18
753,Juntos Pelo Acaso,2019,Novembro,19
754,Vitórias de uma Vida,2019,Novembro,20
755,Surpresa em Dobro,2019,Novembro,21
756,Vovó...Zona,2019,Novembro,22
757,Jogo de Amor em Las Vegas,2019,Novembro,25
758,O Sentido do Amor | Vencendo Desafios,2019,Novembro,26
759,A Culpa é das Estrelas,2019,Novembro,27
760,Quando em Roma,2019,Novembro,28
761,Sexta-Feira Muito Louca,2019,Novembro,29
762,Um Bom Partido,2019,Dezembro,02
763,"Meu Pai, Meu Herói",2019,Dezembro,03
764,O Maior Amor do Mundo,2019,Dezembro,04
765,À Prova de Fogo | A Lenda de Longwood,2019,Dezembro,05
766,Roubo nas Alturas,2019,Dezembro,06
767,Até Que a Sorte Nos Separe 2,2019,Dezembro,09
768,Um Presente Especial,2019,Dezembro,10
769,O Amor Não Tira Férias | Um Herói de Brinquedo 2,2019,Dezembro,11
770,Você de Novo,2019,Dezembro,12
771,Lara Croft: Tomb Raider,2019,Dezembro,13
772,17 Outra Vez,2019,Dezembro,16
774,Operação Babá,2019,Dezembro,18
775,O Diário da Princesa 2,2019,Dezembro,19
776,O Reino Proibido,2019,Dezembro,20
777,Operação Presente,2019,Dezembro,23
778,Alice no País das Maravilhas,2019,Dezembro,24
779,Frozen: Uma Aventura Congelante,2019,Dezembro,25
780,Treinando o Papai,2019,Dezembro,26
781,Eu Sou o Número Quatro,2019,Dezembro,27
782,Encantada,2019,Dezembro,30
783,Operação Zodíaco,2019,Dezembro,31
784,Shrek Para Sempre,2018,Janeiro,01
785,Descendentes,2018,Janeiro,02
786,Turbo,2018,Janeiro,03
787,X-Men 2,2018,Janeiro,04
788,As Crônicas de Nárnia: Principe Caspian,2018,Janeiro,05
789,Hotel Transilvânia,2018,Janeiro,08
790,Peter Pan,2018,Janeiro,09
791,Eragon,2018,Janeiro,10
792,O Vale dos Cavaleiros,2018,Janeiro,11
793,Epa! Cadê o Noé?,2018,Janeiro,12
794,Transformers: O Lado Oculto da Lua,2018,Janeiro,15
795,As Férias do Pequeno Nicolau,2018,Janeiro,16
796,A Gangue Zip Zap,2018,Janeiro,17
797,Rio,2018,Janeiro,18
798,Aventura dos Sete Mares,2018,Janeiro,19
799,Um Bom Partido,2018,Janeiro,22
800,"Loucas Por Amor, Viciadas em Dinheiro",2018,Janeiro,23
801,A Melhor Festa do Ano,2018,Janeiro,24
802,Detona Ralph,2018,Janeiro,25
803,A Montanha Enfeitiçada,2018,Janeiro,26
804,Mansão Mal-Assombrada,2018,Janeiro,29
805,A Estranha Vida de Timothy Green,2018,Janeiro,30
806,Redescobrindo o Amor,2018,Janeiro,31
807,Missão Quase Impossível,2018,Fevereiro,01
808,Do Outro Lado da Linha,2018,Fevereiro,02
809,Sorte No Amor,2018,Fevereiro,05
810,Treinando o Papai,2018,Fevereiro,06
811,Footloose: Ritmo Contagiante,2018,Fevereiro,07
812,Resgate Abaixo de Zero,2018,Fevereiro,08
813,Os Três Patetas,2018,Fevereiro,09
814,Lara Croft: Tomb Raider,2018,Fevereiro,12
817,Meninas Malvadas,2018,Fevereiro,15
818,Click,2018,Fevereiro,16
819,Seefood: Um Peixe Fora D'Água,2018,Fevereiro,19
820,Uma Irmã na Minha Vida | Ducobu 2,2018,Fevereiro,20
821,Ghost: Do Outro Lado da Vida,2018,Fevereiro,21
822,Bebê de Outubro | Uma Família de Fantasmas,2018,Fevereiro,22
823,Sexta-Feira Muito Louca | Um Amor de Cachorro,2018,Fevereiro,23
824,O Terno de 2 Bilhões de Dólares,2018,Fevereiro,26
825,Jimmy: Um Elo de Amor | Vencendo Desafios,2018,Fevereiro,27
826,Billy Stone e o Medalhão Mágico,2018,Fevereiro,28
827,Fazenda dos Cisnes,2018,Março,01
828,Todo Poderoso,2018,Março,02
829,17 Outra Vez,2018,Março,05
830,Como Não Esquecer Essa Garota | As Aventuras de Sharkboy e Lavagirl,2018,Março,06
831,À Procura da Felicidade,2018,Março,07
832,Seu Desejo é uma Ordem | Arena dos Sonhos,2018,Março,08
833,Imagine Só,2018,Março,09
834,A Filha do Chefe | A Bruxa do Bem,2018,Março,12
835,Porta do Céu | A Casa Monstro,2018,Março,13
836,Querem Acabar Comigo,2018,Março,14
837,O Casamento do Meu Melhor Amigo,2018,Março,15
838,Uma Garota Encantada,2018,Março,16
839,Antes de Partir | Arena dos Sonhos 2,2018,Março,19
840,De Repente 30,2018,Março,20
841,O Auto da Compadecida | Oddball e os Pinguins,2018,Março,21
842,Um Cachorro Para Dois | Zoom: Academia de Super-Heróis,2018,Março,22
843,Compramos um Zoológico,2018,Março,23
844,Entrando Numa Fria Maior Ainda | Material Girls,2018,Março,26
846,Best Player: Guerreiros Virtuais,2018,Março,28
847,Mamãe: Operação Balada,2018,Março,29
848,Alvin e os Esquilos 2,2018,Março,30
849,Os Caras de Pau em O Misterioso Roubo do Anel | A Mansão Mágica,2018,Abril,02
852,Anjos da Vida: Mais Bravos Que o Mar | Em Busca do Baile,2018,Abril,05
853,Um Faz de Conta Que Acontece,2018,Abril,06
854,A Inveja Mata,2018,Abril,09
857,À Prova de Fogo | Cupido: A Magia do Amor,2018,Abril,12
858,A Super Agente,2018,Abril,13
859,Maluca Paixão | Um Pestinha na Fazenda,2018,Abril,16
860,Mister Brau: O Filme,2018,Abril,17
861,"Seis Dias, Sete Noites | Piratas Pirados!",2018,Abril,18
862,Jogada Certa | Flicka 3,2018,Abril,19
863,Férias no Trailer,2018,Abril,20
864,Encontro de Amor | Bater ou Correr,2018,Abril,23
867,Doce Lar | Rádio Rebel,2018,Abril,26
868,Karatê Kid II: A Hora da Verdade Continua,2018,Abril,27
869,Robôs,2018,Abril,30
872,Cartas Para Deus | Fantasmas a Bordo,2018,Maio,03
873,Diário de um Banana 3: Dias de Cão,2018,Maio,04
874,Dança Comigo? | Dr. Dolittle 5,2018,Maio,07
875,Doze é Demais,2018,Maio,08
876,Amor Por Acidente,2018,Maio,09
877,Superando o Passado | Cãestronautas,2018,Maio,10
878,Encantada,2018,Maio,11
879,Até Que a Sorte Nos Separe 2,2018,Maio,14
883,Você de Novo | Vencendo Desafios,2018,Maio,18
884,Noiva em Fuga,2018,Maio,21
885,O Candidato,2018,Maio,22
886,Um Dia Especial | Três Espiãs Demais: O Filme,2018,Maio,23
887,Um Caminho Para Dois | Uma Professora Muito Maluquinha,2018,Maio,24
888,As Viagens de Gulliver,2018,Maio,25
892,X-Men: Primeira Classe,2018,Maio,31
895,Hitch: Conselheiro Amoroso,2018,Junho,11
896,A Arte do Amor,2018,Junho,12
897,O Céu é de Verdade,2018,Junho,13
898,Miss Simpatia 2: Armada e Poderosa,2018,Junho,14
909,As Aventuras de Pi,2018,Junho,29
912,Homem-Aranha 3,2018,Julho,04
913,Percy Jackson e o Ladrão de Raios,2018,Julho,05
915,X-Men 2,2018,Julho,09
918,Os Três Mosqueteiros,2018,Julho,12
919,A Lenda do Tesouro Perdido: Livro dos Segredos,2018,Julho,13
920,Shrek Terceiro,2018,Julho,16
921,A Montanha Enfeitiçada,2018,Julho,17
922,Mara e o Senhor do Fogo,2018,Julho,18
923,As Aventuras de Sharkboy e Lavagirl,2018,Julho,19
924,Acampamento do Papai,2018,Julho,20
925,Super-Herói: O Filme,2018,Julho,23
926,Alvin e os Esquilos 3 | Um Presente para Helen,2018,Julho,24
927,O Diário da Princesa 2,2018,Julho,25
928,Stardust: O Mistério da Estrela,2018,Julho,26
929,O Fada do Dente,2018,Julho,27
930,A Estranha Vida de Timothy Green,2018,Julho,30
932,A Proposta,2018,Agosto,01
933,Sempre Ao Seu Lado,2018,Agosto,02
934,O Amor é Cego,2018,Agosto,03
935,Uma Manhã Gloriosa,2018,Agosto,06
936,Divino Processo,2018,Agosto,07
937,Um Encontro Com Seu Ídolo,2018,Agosto,08
938,Querido John,2018,Agosto,09
939,Surpresa em Dobro,2018,Agosto,10
940,As Mil Palavras,2018,Agosto,13
941,Um Presente Para Toda a Vida,2018,Agosto,14
942,10 Coisas Que Eu Odeio em Você | Madagascar 3: Os Procurados,2018,Agosto,15
943,Confissões de uma Noiva,2018,Agosto,16
944,Um Bom Partido,2018,Agosto,17
945,Marley e Eu,2018,Agosto,20
946,Direito de Mãe,2018,Agosto,21
947,Uma Família em Apuros,2018,Agosto,22
948,O Namorado da Minha Namorada,2018,Agosto,23
949,Plano B,2018,Agosto,24
950,A Vingança das Damas de Honra,2018,Agosto,27
951,Amor Plus Size,2018,Agosto,28
952,Como Agarrar Meu Ex-Namorado,2018,Agosto,29
953,O Impossível,2018,Agosto,30
954,Missão Quase Impossível,2018,Agosto,31
955,Vestida Para Casar,2018,Setembro,03
956,Força de Viver,2018,Setembro,04
957,Quando em Roma,2018,Setembro,05
958,Um Jardim Especial,2018,Setembro,06
959,Madagascar 2,2018,Setembro,07
960,Esposa de Mentirinha,2018,Setembro,10
961,Ondas da Vida,2018,Setembro,11
962,A Conselheira Amorosa,2018,Setembro,12
963,O Filho Eterno,2018,Setembro,13
964,Sexta-Feira Muito Louca,2018,Setembro,14
965,Treinando o Papai,2018,Setembro,17
966,Salvem Minha Filha!,2018,Setembro,18
967,Uma Boa Ação,2018,Setembro,19
968,De Repente Grávida | O Tempo e o Vento,2018,Setembro,20
969,Entrando Numa Fria Maior Ainda Com a Família,2018,Setembro,21
970,A Sogra,2018,Setembro,24
972,Uma Lição de Mãe,2018,Setembro,26
973,Sem Reservas,2018,Setembro,27
974,Segurança de Shopping,2018,Setembro,28
975,Querido Companheiro,2018,Outubro,01
976,Meu Namorado Perfeito,2018,Outubro,02
977,Táxi,2018,Outubro,03
978,Voltando a Sonhar,2018,Outubro,04
979,Click,2018,Outubro,05
980,Um Cachorro Para Dois,2018,Outubro,08
981,Que Horas Ela Volta?,2018,Outubro,09
982,Do Outro Lado da Linha,2018,Outubro,10
983,O Terno de 2 Bilhões de Dólares,2018,Outubro,11
985,Detetives do Prédio Azul,2018,Outubro,15
987,Voando Para o Amor,2018,Outubro,17
988,Mamãe: Operação Balada,2018,Outubro,18
989,Lara Croft: Tomb Raider,2018,Outubro,19
990,Jogada Certa,2018,Outubro,22
991,Mamãe Precisa Casar,2018,Outubro,23
992,Uma Prova de Amor,2018,Outubro,24
993,Aromas e Sensibilidade,2018,Outubro,25
994,Tio Papi,2018,Outubro,26
995,Dança Comigo?,2018,Outubro,29
996,De Onde Eu Te Vejo,2018,Outubro,30
997,Flores de Aço,2018,Outubro,31
998,X-Men: O Filme,2018,Novembro,01
999,O Último Mestre do Ar,2018,Novembro,02
1000,Encontro de Amor,2018,Novembro,05
1001,À Procura da Felicidade,2018,Novembro,06
1002,Um Amor Verdadeiro,2018,Novembro,07
1003,Vitórias de uma Vida,2018,Novembro,08
1004,Compramos um Zoológico,2018,Novembro,09
1005,Antes de Partir,2018,Novembro,12
1006,Um Amor à Altura,2018,Novembro,13
1007,Uma Folga Para Mamãe,2018,Novembro,14
1008,Shrek Para Sempre,2018,Novembro,15
1009,"Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso",2018,Novembro,16
1010,Eu Sou o Número Quatro,2018,Novembro,19
1011,Por Água Abaixo,2018,Novembro,20
1012,Uma Escolha de Mãe,2018,Novembro,21
1013,Pare o Casamento!,2018,Novembro,22
1014,De Repente 30,2018,Novembro,23
1015,Meu Passado Me Condena: O Filme,2018,Novembro,26
1016,Todo Poderoso,2018,Novembro,27
1017,A Luta Por Um Ideal,2018,Novembro,28
1018,Noiva em Fuga,2018,Novembro,29
1019,Meninas Malvadas,2018,Novembro,30
1020,O Melhor Amigo da Noiva,2018,Dezembro,03
1021,Lição de Vida,2018,Dezembro,04
1022,O Amor Não Tira Férias,2018,Dezembro,05
1023,Apenas Amigos,2018,Dezembro,06
1024,Roubo nas Alturas,2018,Dezembro,07
1025,MIB: Homens de Preto 3,2018,Dezembro,10
1026,Quando os Anjos Cantam,2018,Dezembro,11
1027,Uma Garota Encantada,2018,Dezembro,12
1028,Aventura dos Sete Mares,2018,Dezembro,13
1029,O Reino Proibido,2018,Dezembro,14
1030,Como Treinar o Seu Dragão,2018,Dezembro,17
1031,Garoto-Formiga 2,2018,Dezembro,18
1032,O Bicho Vai Pegar 2,2018,Dezembro,19
1033,As Férias do Pequeno Nicolau,2018,Dezembro,20
1034,Alvin e os Esquilos 2,2018,Dezembro,21
1035,Ratatouille,2018,Dezembro,24
1036,A Bússola de Ouro,2018,Dezembro,25
1037,Os Smurfs 2,2018,Dezembro,26
1038,Descendentes,2018,Dezembro,27
1039,Shrek 2,2018,Dezembro,28
1040,Hotel Transilvânia,2018,Dezembro,31
1041,Diário de um Banana 3: Dias de Cão,2017,Janeiro,02
1042,Skylar: A Garota Destemida,2017,Janeiro,03
1043,Planeta 51,2017,Janeiro,04
1044,Rádio Rebel,2017,Janeiro,05
1045,Lara Croft: Tomb Raider,2017,Janeiro,06
1046,Eragon,2017,Janeiro,09
1047,A Menina E O Porquinho,2017,Janeiro,10
1048,Garoto-Formiga 2,2017,Janeiro,11
1049,Os Sem-Floresta,2017,Janeiro,12
1050,As Crônicas De Nárnia: Principe Caspian,2017,Janeiro,13
1051,Transformers,2017,Janeiro,16
1052,A Espada De D'Artagnan,2017,Janeiro,17
1053,Matilda,2017,Janeiro,18
1054,Zathura: Uma Aventura Espacial,2017,Janeiro,19
1055,Eu Sou O Número Quatro,2017,Janeiro,20
1056,Entrando Numa Fria Maior Ainda,2017,Janeiro,23
1057,As Crônicas De Spiderwick,2017,Janeiro,24
1058,Alvin E Os Esquilos,2017,Janeiro,25
1059,O Fada Do Dente 2,2017,Janeiro,26
1060,MIB: Homens De Preto 3,2017,Janeiro,27
1061,"Meu Nome É Taylor, Drilbit Taylor",2017,Janeiro,30
1062,O Besouro Verde,2017,Janeiro,31
1063,O Incrível Livro De Hipnotismo De Molly,2017,Fevereiro,01
1064,A Fera,2017,Fevereiro,02
1065,O Terno De 2 Bilhões De Dólares,2017,Fevereiro,03
1066,Operação Babá,2017,Fevereiro,06
1067,Mara E O Senhor Do Fogo,2017,Fevereiro,07
1068,Meu Tio Matou Um Cara,2017,Fevereiro,08
1069,"Espelho, Espelho Meu",2017,Fevereiro,09
1070,Os Pinguins Do Papai,2017,Fevereiro,10
1071,Marley & Eu,2017,Fevereiro,13
1072,2 Filhos De Francisco,2017,Fevereiro,14
1073,Um Príncipe Em Minha Vida,2017,Fevereiro,15
1074,Edward Mãos De Tesoura | Dr. Dolittle 4,2017,Fevereiro,16
1075,Cada Um Tem A Gêmea Que Merece | Deu A Louca Na Branca De Neve,2017,Fevereiro,17
1076,De Repente 30,2017,Fevereiro,20
1077,Recém-Chegada,2017,Fevereiro,21
1078,Uma Lição De Mãe,2017,Fevereiro,22
1079,Você Não Pode Beijar A Noiva | Pinocchio 3000,2017,Fevereiro,23
1080,Um Faz De Conta Que Acontece,2017,Fevereiro,24
1084,Encantada,2017,Março,02
1085,Click,2017,Março,03
1086,Jogada Certa | Cãestronautas,2017,Março,06
1087,Encontro De Amor | O Golfinho: A História De Um Sonhador,2017,Março,07
1089,A Lagoa Azul | Pequenos Invasores,2017,Março,09
1090,Segurança De Shopping | O Segredo Dos Animais,2017,Março,10
1091,Licença Para Casar,2017,Março,13
1092,Voando Alto | Didi Quer Ser Criança,2017,Março,14
1093,O Medalhão,2017,Março,15
1094,Johnny | Inimigos De Infância,2017,Março,16
1095,O Fada Do Dente | Vira-Lata,2017,Março,17
1096,Coincidências Do Amor | Robosapien: O Meu Melhor Amigo,2017,Março,20
1097,Noivas Em Guerra | Snow Buddies: Uma Aventura No Gelo,2017,Março,21
1098,Falando Grego | Best Player: Guerreiros Virtuais,2017,Março,22
1099,A Filha Do Chefe | A Lady E O Lobo: O Bicho Tá Solto,2017,Março,23
1100,Compramos Um Zoológico | Um Ratinho Encrenqueiro,2017,Março,24
1101,Como Se Fosse A Primeira Vez | SeeFood: Um Peixe Fora D'Água,2017,Março,27
1102,Castelos De Gelo,2017,Março,28
1103,Programa De Proteção Para Princesas,2017,Março,29
1104,Amor Às Escuras | Shiloh 3,2017,Março,30
1105,O Mentiroso | Piratas Pirados!,2017,Março,31
1106,O Melhor Amigo Da Noiva | Zack & Cody: O Filme,2017,Abril,03
1107,Um Grande Garoto | Perdido Pra Cachorro 3,2017,Abril,04
1108,"Mudança De Hábito 2: Mais Loucuras No Convento | Streetdance: Dois Mundos, Um Sonho",2017,Abril,05
1109,Sempre Ao Seu Lado | A Mansão Mágica,2017,Abril,06
1110,Missão Quase Impossível,2017,Abril,07
1111,Do Outro Lado Da Linha | Marley & Eu 2: Filhote Encrenqueiro,2017,Abril,10
1114,Homem-Aranha 2,2017,Abril,13
1115,Epa! Cadê O Noé?,2017,Abril,14
